季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-1.71,-0.53,-8.84,-4.41
2020Q4,-1.52,-0.39,-6.02,-2.86
2020Q3,-1.39,-2.46,-34.34,-19.71
2020Q2,-0.55,-0.41,-3.77,-2.69
2020Q1,-0.81,-1.19,-12.57,-9.52
2019Q4,-0.4,-0.29,-3.84,-2.94
2019Q3,-0.3,-0.57,-5.43,-4.19
2019Q2,-0.11,0.07,0.32,0.25
2019Q1,-0.72,-0.39,-3.49,-2.83
2018Q4,-0.59,0.1,0.84,0.63
2018Q3,-0.62,-0.34,-2.89,-1.97
2018Q2,-0.51,-0.53,-4.61,-3.0
2018Q1,-1.46,-1.07,-8.17,-5.01
2017Q4,-1.13,-0.86,-6.47,-4.25
2017Q3,-0.87,-1.19,-8.33,-6.06
2017Q2,-1.88,-1.04,-6.82,-4.9
2017Q1,-1.57,-0.64,-3.92,-2.73
2016Q4,-1.37,-1.32,-7.47,-5.2
2016Q3,-0.97,-0.66,-3.49,-2.53
2016Q2,-0.77,-0.66,-3.3,-2.44
2016Q1,-0.57,-0.9,-4.29,-3.09
2015Q4,-0.3,-0.33,-1.55,-1.04
2015Q3,-0.2,-5.15,-20.69,-14.05
2015Q2,1.39,-0.3,-1.09,-0.8
2015Q1,1.7,-0.22,-0.8,-0.59
2014Q4,1.77,0.23,0.79,0.57
2014Q3,1.7,0.7,2.52,1.79
2014Q2,1.49,0.11,0.4,0.3
