季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,2.13,0.36,3.47,0.6
2020Q4,1.96,2.04,21.46,3.56
2020Q3,1.0,-1.2,-13.1,-2.82
2020Q2,1.56,-4.41,-35.15,-9.5
2020Q1,4.12,1.93,13.43,3.36
2019Q4,3.48,3.3,27.44,6.08
2019Q3,1.92,-0.07,-0.64,-0.15
2019Q2,1.96,-0.38,-3.62,-0.9
2019Q1,-4.68,0.94,9.04,1.91
2018Q4,-5.13,-8.11,-57.96,-15.06
2018Q3,-1.29,-3.53,-17.61,-6.53
2018Q2,0.38,-2.45,-10.5,-4.25
2018Q1,1.91,-1.31,-5.19,-2.03
2017Q4,2.53,-0.61,-2.32,-0.98
2017Q3,2.82,1.11,4.25,1.95
2017Q2,2.29,0.89,3.32,1.48
2017Q1,3.38,1.24,4.44,1.85
2016Q4,2.8,2.92,10.77,4.98
2016Q3,1.43,0.04,0.17,0.1
2016Q2,1.41,0.77,2.96,1.85
2016Q1,1.49,0.54,2.22,1.34
2015Q4,1.24,1.18,4.95,3.05
2015Q3,0.74,0.03,0.17,0.11
2015Q2,0.72,-0.17,-0.61,-0.41
2015Q1,0.78,0.15,0.67,0.46
2014Q4,0.72,0.66,2.93,2.05
