季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,36.4,1.25,5.06,4.06
2020Q4,33.44,0.59,2.48,2.0
2020Q3,32.08,1.32,5.77,4.26
2020Q2,28.97,1.58,6.85,5.06
2020Q1,33.04,1.14,4.9,3.97
2019Q4,30.34,0.86,3.86,3.13
2019Q3,28.35,0.91,4.2,3.17
2019Q2,26.21,1.19,5.32,4.09
2019Q1,32.13,1.01,4.35,3.61
2018Q4,29.75,0.87,3.9,3.16
2018Q3,27.75,1.0,4.69,3.45
2018Q2,25.39,1.73,8.06,6.01
2018Q1,28.38,0.91,4.19,3.45
2017Q4,26.24,0.49,2.35,1.94
2017Q3,25.09,1.04,5.17,4.02
2017Q2,22.63,0.66,3.18,2.57
2017Q1,28.15,0.32,1.47,1.3
2016Q4,27.4,0.31,1.45,1.27
2016Q3,26.68,0.27,1.28,1.01
2016Q2,26.03,0.79,3.45,2.75
2016Q1,33.62,0.44,1.83,1.59
2015Q4,32.57,0.14,0.58,0.48
2015Q3,32.29,1.81,7.85,5.84
2015Q2,28.01,1.08,4.55,3.48
2015Q1,35.61,1.2,4.82,4.06
2014Q4,32.79,0.79,3.31,2.58
2014Q3,30.93,3.27,15.08,10.81
2014Q2,23.2,0.89,4.19,3.32
