季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,19.74,0.22,1.41,0.97
2020Q4,20.19,0.16,0.98,0.67
2020Q3,19.4,0.05,0.29,0.29
2020Q2,18.42,0.07,0.42,0.35
2020Q1,17.9,0.12,0.83,0.61
2019Q4,19.01,0.09,0.49,0.38
2019Q3,18.24,0.17,1.09,0.76
2019Q2,17.37,0.18,1.2,0.82
2019Q1,19.23,0.23,1.58,1.05
2018Q4,17.98,0.12,0.78,0.57
2018Q3,17.38,0.25,1.79,1.18
2018Q2,15.99,0.17,1.22,0.84
2018Q1,17.78,0.19,1.28,0.87
2017Q4,16.74,0.2,1.38,0.92
2017Q3,15.49,0.2,1.42,0.95
2017Q2,14.43,0.1,0.66,0.47
2017Q1,16.64,0.17,1.18,0.8
2016Q4,15.72,0.07,0.46,0.36
2016Q3,15.92,0.26,1.74,1.14
2016Q2,14.49,0.24,1.71,1.12
2016Q1,18.38,0.3,2.0,1.29
2015Q4,16.83,0.23,1.51,0.99
2015Q3,15.98,0.36,2.41,1.54
2015Q2,14.12,0.22,1.53,1.0
