年度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA),現金股利
2020,2.03,0.22,1.66,1.45,0.6
2019,2.6,0.22,1.55,1.37,0.6
2018,4.71,1.88,12.37,10.39,1.6
2017,6.79,4.28,32.34,25.22,3.2
