季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.89,0.13,1.06,0.79
2020Q4,1.79,0.13,0.99,0.74
2020Q3,1.72,-0.05,-0.43,-0.32
2020Q2,1.76,0.66,5.15,3.92
2020Q1,2.14,-1.14,-8.34,-6.63
2019Q4,2.93,0.14,0.97,0.78
2019Q3,2.8,0.28,2.03,1.56
2019Q2,2.6,0.54,3.88,3.05
2019Q1,3.06,0.67,4.76,3.94
2018Q4,2.59,-0.43,-3.1,-2.57
2018Q3,2.97,1.01,7.35,4.94
2018Q2,2.26,0.65,3.76,2.55
2018Q1,12.81,0.25,0.34,0.27
2017Q4,12.6,-0.17,83.41,56.94
2017Q3,12.67,0.0,0.05,0.04
2017Q2,12.66,16.96,90.65,72.53
2017Q1,0.31,0.02,0.25,0.18
2016Q4,0.29,0.0,0.03,0.02
2016Q3,0.28,0.08,0.82,0.61
2016Q2,0.22,0.03,0.31,0.23
2016Q1,0.62,0.07,0.68,0.5
2015Q4,0.56,0.11,1.03,0.76
2015Q3,0.53,0.36,3.4,2.47
2015Q2,0.28,0.27,2.57,1.84
2015Q1,0.23,0.04,0.36,0.26
2014Q4,0.2,0.17,1.66,1.15
2014Q3,0.049,0.32,3.23,2.17
2014Q2,-0.18,0.33,3.42,2.26
