季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,5.92,-0.06,-0.41,-0.34
2020Q4,6.03,-0.04,-0.29,-0.24
2020Q3,6.13,0.37,2.6,2.15
2020Q2,5.43,0.88,5.9,4.71
2020Q1,6.58,-0.04,-0.29,-0.22
2019Q4,6.65,0.0,-0.02,-0.01
2019Q3,6.64,1.08,7.37,5.46
2019Q2,4.81,0.16,1.16,0.82
2019Q1,4.89,0.76,5.7,3.83
2018Q4,3.59,-0.23,-1.68,-1.12
2018Q3,3.98,0.15,1.11,0.78
2018Q2,3.73,-0.04,-0.32,-0.25
2018Q1,4.86,0.24,1.78,1.42
2017Q4,5.03,0.57,4.35,3.56
2017Q3,4.1,0.05,0.39,0.33
2017Q2,4.02,-0.08,-0.66,-0.58
2017Q1,4.78,0.19,1.47,1.33
2016Q4,4.45,0.02,0.19,0.17
2016Q3,4.38,0.16,1.22,1.15
2016Q2,4.12,0.07,0.52,0.5
2016Q1,4.0,0.18,1.42,1.35
2015Q4,3.7,0.27,2.03,1.95
2015Q3,3.29,-0.21,-1.67,-1.58
2015Q2,3.64,-0.12,-0.79,-0.74
2015Q1,6.88,0.02,0.14,0.13
2014Q4,6.85,0.38,2.56,2.43
2014Q3,6.33,2.2,16.22,14.69
2014Q2,3.09,0.09,0.7,0.61
