季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,8.87,0.42,1.22,0.6
2020Q4,8.63,0.63,1.85,0.92
2020Q3,8.32,-0.33,-0.96,-0.48
2020Q2,8.51,-0.52,-1.43,-0.74
2020Q1,9.64,-0.03,-0.08,-0.05
2019Q4,9.66,-0.42,-1.12,-0.62
2019Q3,9.91,6.73,19.16,10.71
2019Q2,6.12,0.25,0.74,0.43
2019Q1,6.83,0.41,1.24,0.7
2018Q4,6.6,0.7,2.14,1.18
2018Q3,6.22,0.52,1.62,0.92
2018Q2,5.92,0.82,2.5,1.5
2018Q1,6.02,0.53,1.63,1.03
2017Q4,5.74,0.25,0.78,0.5
2017Q3,5.59,-0.32,-1.0,-0.66
2017Q2,5.77,-0.13,-0.39,-0.26
2017Q1,6.41,0.54,1.64,1.06
2016Q4,6.1,0.83,2.5,1.63
2016Q3,5.66,-0.03,-0.1,-0.07
2016Q2,5.68,0.14,0.4,0.28
2016Q1,6.28,0.58,1.67,1.15
2015Q4,5.95,0.33,0.93,0.63
2015Q3,5.79,0.51,1.49,0.97
2015Q2,5.5,0.77,2.27,1.44
2015Q1,5.74,0.64,1.88,1.22
2014Q4,5.38,0.48,1.45,0.94
2014Q3,5.14,0.24,0.76,0.47
2014Q2,5.0,0.97,2.99,1.84
