季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,289.7,2.61,6.43,1.42
2020Q4,269.1,2.19,5.85,1.25
2020Q3,247.7,2.76,7.66,1.58
2020Q2,219.0,2.44,6.13,1.37
2020Q1,287.1,2.46,6.17,1.48
2019Q4,261.6,2.19,6.21,1.45
2019Q3,238.8,2.66,7.48,1.72
2019Q2,211.1,2.49,6.75,1.67
2019Q1,276.7,2.8,7.12,2.14
2018Q4,247.6,2.18,6.45,2.19
2018Q3,226.0,2.67,7.81,2.37
2018Q2,198.3,2.53,6.02,2.19
2018Q1,431.8,2.44,4.72,2.07
2017Q4,405.7,21.54,48.94,19.46
2017Q3,183.5,2.97,10.67,3.56
2017Q2,152.6,2.68,9.44,3.31
2017Q1,207.9,2.64,8.81,3.26
2016Q4,180.5,1.91,7.19,2.53
2016Q3,162.5,2.71,10.5,3.45
2016Q2,136.7,2.49,9.44,3.19
2016Q1,185.6,2.35,8.46,3.05
2015Q4,161.2,1.44,6.11,2.08
2015Q3,148.6,2.36,9.75,3.05
2015Q2,124.0,2.09,8.32,2.75
2015Q1,175.1,2.03,7.53,2.72
2014Q4,154.0,1.39,5.96,2.05
2014Q3,141.5,2.39,10.32,3.25
2014Q2,116.7,2.11,8.9,2.94
