季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,563.9,0.56,2.23,1.28
2020Q4,545.8,0.98,3.98,2.09
2020Q3,514.1,0.78,3.3,1.73
2020Q2,488.7,0.7,3.01,1.6
2020Q1,498.4,-0.61,-2.6,-1.02
2019Q4,518.3,0.13,0.57,0.4
2019Q3,513.9,0.09,0.38,0.26
2019Q2,511.1,0.52,2.14,1.16
2019Q1,529.7,0.32,1.3,0.76
2018Q4,519.3,0.16,0.64,0.43
2018Q3,513.9,0.13,0.55,0.38
2018Q2,509.7,0.42,1.7,0.93
2018Q1,554.3,0.37,1.46,0.83
2017Q4,541.7,0.26,1.01,0.63
2017Q3,533.0,0.33,1.24,0.75
2017Q2,522.5,0.53,2.07,1.11
2017Q1,602.5,0.59,2.22,1.25
2016Q4,583.3,0.69,2.54,1.45
2016Q3,561.6,0.92,3.41,1.94
2016Q2,531.8,1.23,4.57,2.48
2016Q1,589.0,1.24,4.41,2.51
2015Q4,548.8,0.99,3.6,2.01
2015Q3,516.9,0.94,3.47,1.93
2015Q2,486.4,1.0,3.81,2.01
