季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,50.7,3.08,4.5,3.39
2020Q4,46.43,3.44,5.55,4.18
2020Q3,41.42,3.18,5.84,4.25
2020Q2,36.92,2.04,3.98,2.9
2020Q1,41.18,1.98,3.77,2.88
2019Q4,38.44,2.46,4.94,3.75
2019Q3,35.02,2.35,4.96,3.61
2019Q2,31.96,1.27,2.68,2.0
2019Q1,37.5,0.16,0.31,0.25
2018Q4,37.29,0.93,1.79,1.42
2018Q3,36.55,2.43,4.99,3.79
2018Q2,33.36,1.82,3.65,2.81
2018Q1,37.0,1.4,2.81,2.27
2017Q4,35.15,1.57,3.29,2.68
2017Q3,33.17,1.83,4.11,3.23
2017Q2,30.84,1.48,3.34,2.63
2017Q1,29.61,0.65,1.39,1.13
2016Q4,28.79,0.53,1.11,0.9
2016Q3,28.12,0.26,0.54,0.42
2016Q2,27.8,0.22,0.5,0.41
2016Q1,28.17,0.2,0.37,0.31
2015Q4,27.92,0.57,1.27,1.04
2015Q3,27.21,0.74,1.63,1.3
2015Q2,26.26,0.51,1.05,0.86
2015Q1,29.01,0.59,1.16,0.99
2014Q4,28.25,0.64,1.28,1.1
2014Q3,29.19,0.7,1.38,1.17
2014Q2,29.6,0.86,1.83,1.52
