季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.64,0.38,2.53,1.6
2020Q4,1.5,1.22,9.23,5.45
2020Q3,1.08,1.47,11.65,6.73
2020Q2,0.57,0.4,3.48,2.14
2020Q1,1.18,0.11,0.7,0.43
2019Q4,1.15,0.76,6.63,3.88
2019Q3,0.89,0.92,7.73,4.64
2019Q2,0.57,0.48,3.67,2.29
2019Q1,0.93,0.31,2.09,1.34
2018Q4,0.82,0.82,7.84,4.97
2018Q3,0.54,1.0,9.22,5.9
2018Q2,0.2,0.5,4.27,2.79
2018Q1,0.3,-0.55,-5.49,-3.45
2017Q4,0.43,0.37,3.11,1.93
2017Q3,0.3,1.09,10.88,6.94
2017Q2,-0.081,0.18,1.37,0.88
2017Q1,0.11,-0.7,-6.32,-3.98
2016Q4,0.35,0.69,5.95,3.65
2016Q3,0.12,0.59,5.44,3.29
2016Q2,-0.082,0.15,1.62,1.05
2016Q1,0.13,-0.51,-4.89,-3.28
2015Q4,0.3,0.55,5.05,3.33
2015Q3,0.13,0.45,4.33,2.99
2015Q2,-0.03,0.29,3.0,2.1
2015Q1,-0.043,-0.4,-4.04,-2.74
2014Q4,0.096,0.56,5.67,3.72
2014Q3,-0.11,0.56,5.89,3.94
2014Q2,-0.3,-0.13,-1.28,-0.89
