季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.82,-0.07,-0.46,-0.13
2020Q4,4.97,-0.16,-1.01,-0.3
2020Q3,5.32,-0.13,-0.78,-0.24
2020Q2,5.59,-0.1,-0.6,-0.2
2020Q1,5.8,-0.11,-0.66,-0.25
2019Q4,6.03,-0.76,-4.47,-1.86
2019Q3,7.65,-0.14,-0.8,-0.35
2019Q2,7.94,0.16,0.93,0.41
2019Q1,8.26,0.06,0.33,0.14
2018Q4,8.14,0.03,0.16,0.07
2018Q3,8.08,0.14,0.8,0.39
2018Q2,7.78,0.12,0.66,0.33
2018Q1,8.31,0.4,2.34,1.13
2017Q4,7.4,0.08,0.46,0.21
2017Q3,7.24,0.13,0.81,0.37
2017Q2,6.95,0.08,0.43,0.2
2017Q1,7.06,0.12,0.7,0.34
2016Q4,6.81,-0.05,-0.29,-0.14
2016Q3,6.92,-0.01,-0.01,-0.01
2016Q2,6.92,0.1,0.52,0.27
2016Q1,8.4,0.1,0.58,0.31
2015Q4,8.19,0.46,2.46,1.24
2015Q3,7.29,0.49,3.33,1.61
2015Q2,6.12,0.16,0.69,0.33
2015Q1,12.44,0.28,1.16,0.54
2014Q4,12.06,1.03,4.29,1.94
2014Q3,10.74,2.75,17.52,7.02
2014Q2,6.07,0.99,5.09,1.96
