季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,41.4,0.12,0.45,0.28
2020Q4,42.44,0.14,0.45,0.28
2020Q3,42.08,0.15,0.52,0.33
2020Q2,41.67,0.19,0.86,0.55
2020Q1,41.16,0.12,-0.02,-0.01
2019Q4,42.25,0.0,-0.25,-0.17
2019Q3,42.25,0.14,0.13,0.09
2019Q2,41.86,0.07,0.06,0.04
2019Q1,43.05,0.1,0.01,0.01
2018Q4,42.79,0.08,0.03,0.02
2018Q3,42.57,0.29,0.86,0.48
2018Q2,41.77,0.21,0.87,0.52
2018Q1,42.56,-0.1,0.04,0.02
2017Q4,42.59,0.03,0.47,0.3
2017Q3,42.52,-0.04,-0.06,-0.04
2017Q2,42.62,-0.06,-0.17,-0.1
2017Q1,44.94,0.12,0.28,0.17
2016Q4,44.63,0.33,1.24,0.74
2016Q3,43.68,0.05,0.32,0.19
2016Q2,43.56,0.01,0.15,0.1
2016Q1,44.89,-0.18,-0.57,-0.36
2015Q4,45.37,0.13,0.35,0.22
2015Q3,45.32,0.73,2.07,1.28
2015Q2,43.35,0.15,0.43,0.27
2015Q1,44.29,0.01,0.03,0.02
2014Q4,44.27,0.09,0.32,0.19
2014Q3,44.91,0.09,0.31,0.19
2014Q2,45.05,0.34,1.3,0.82
