季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,15.03,-0.12,-0.68,-0.19
2020Q4,15.34,0.21,1.22,0.38
2020Q3,14.79,-0.01,-0.04,-0.01
2020Q2,14.8,-0.1,-0.5,-0.18
2020Q1,18.21,0.05,0.28,0.11
2019Q4,18.08,0.51,2.66,0.99
2019Q3,16.86,0.22,1.1,0.42
2019Q2,16.36,0.42,1.96,0.82
2019Q1,22.14,0.61,2.78,1.26
2018Q4,20.75,1.67,8.01,3.42
2018Q3,17.13,1.21,6.17,2.44
2018Q2,14.53,1.33,7.05,2.72
2018Q1,14.33,0.1,0.55,0.21
2017Q4,14.11,1.12,6.66,2.48
2017Q3,11.51,0.08,0.43,0.16
2017Q2,11.34,0.09,0.52,0.2
2017Q1,11.89,-0.08,-0.46,-0.19
2016Q4,12.08,0.05,0.27,0.12
2016Q3,11.96,0.22,1.31,0.56
2016Q2,11.43,0.02,0.12,0.05
2016Q1,15.17,-0.04,-0.23,-0.11
2015Q4,15.28,-0.15,-0.85,-0.39
2015Q3,15.67,0.52,2.87,1.31
2015Q2,14.41,1.24,7.07,3.03
2015Q1,15.06,0.83,4.84,1.92
2014Q4,13.09,1.9,12.16,4.65
2014Q3,8.57,-0.07,-0.52,-0.21
2014Q2,8.75,0.34,2.1,0.88
