季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.09,0.18,1.14,0.51
2020Q4,2.82,0.44,2.8,1.22
2020Q3,2.16,0.48,3.14,1.34
2020Q2,1.44,0.23,1.44,0.63
2020Q1,1.85,-0.27,-1.72,-0.78
2019Q4,2.25,0.24,1.53,0.72
2019Q3,1.9,0.25,1.61,0.79
2019Q2,1.53,0.01,0.09,0.04
2019Q1,2.56,0.09,0.57,0.29
2018Q4,2.42,0.35,2.26,1.16
2018Q3,1.89,0.17,1.13,0.57
2018Q2,1.63,0.18,1.14,0.58
2018Q1,2.61,0.07,0.44,0.23
2017Q4,2.51,0.43,2.72,1.4
2017Q3,1.88,0.2,1.34,0.68
2017Q2,1.57,0.22,1.42,0.73
2017Q1,2.89,0.1,0.61,0.31
2016Q4,2.74,0.39,2.48,1.26
2016Q3,2.16,0.33,2.12,1.06
2016Q2,1.67,0.4,2.56,1.29
2016Q1,2.57,0.15,0.97,0.49
2015Q4,2.34,-0.02,-0.11,-0.05
2015Q3,2.37,0.26,1.9,0.81
2015Q2,1.98,0.69,5.04,1.95
2015Q1,3.95,0.43,3.02,1.22
2014Q4,3.37,0.87,5.64,2.17
2014Q3,2.35,1.03,6.73,2.47
2014Q2,1.18,0.96,7.4,2.11
