季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1528.0,0.54,1.44,0.63
2020Q4,1501.0,0.28,0.92,0.4
2020Q3,1494.0,0.6,1.61,0.69
2020Q2,1464.0,0.44,1.29,0.55
2020Q1,1523.0,0.3,1.06,0.48
2019Q4,1508.0,0.45,1.27,0.61
2019Q3,1478.0,0.59,1.7,0.8
2019Q2,1448.0,0.7,1.86,0.87
2019Q1,1509.0,0.4,1.26,0.6
2018Q4,1492.0,0.24,0.8,0.38
2018Q3,1492.0,0.7,2.07,0.99
2018Q2,1457.0,0.98,2.55,1.22
2018Q1,1473.0,0.49,1.57,0.77
2017Q4,1417.0,0.33,1.14,0.56
2017Q3,1395.0,0.72,2.16,1.05
2017Q2,1359.0,0.31,1.24,0.61
2017Q1,1387.0,0.26,1.14,0.57
2016Q4,1374.0,0.48,1.38,0.67
2016Q3,1355.0,0.27,1.26,0.6
2016Q2,1341.0,0.34,1.38,0.67
2016Q1,1378.0,0.17,0.99,0.49
2015Q4,1369.0,0.19,0.81,0.41
2015Q3,1375.0,0.15,0.91,0.46
2015Q2,1367.0,0.73,2.11,1.08
2015Q1,1393.0,0.54,1.74,0.92
2014Q4,1367.0,0.36,0.98,0.52
2014Q3,1351.0,0.57,1.77,0.91
2014Q2,1323.0,0.88,2.5,1.31
