季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,7.77,1.58,2.77,2.23
2020Q4,8.65,2.84,4.98,4.17
2020Q3,7.95,2.51,4.71,3.76
2020Q2,7.33,0.74,1.43,1.08
2020Q1,7.15,1.25,2.34,1.85
2019Q4,8.09,1.12,2.0,1.67
2019Q3,7.81,2.41,4.44,3.54
2019Q2,7.22,2.44,4.53,3.65
2019Q1,7.85,2.88,5.4,4.54
2018Q4,7.14,2.68,5.3,4.51
2018Q3,6.47,2.34,4.88,4.03
2018Q2,5.89,1.61,3.31,2.72
2018Q1,6.49,2.22,4.53,3.82
2017Q4,5.94,2.84,6.11,5.05
2017Q3,5.23,2.53,5.78,4.51
2017Q2,4.61,2.21,5.06,3.91
2017Q1,5.05,2.07,4.67,3.77
2016Q4,4.54,2.14,5.43,4.1
2016Q3,4.06,2.82,9.51,6.34
2016Q2,3.43,2.69,9.54,6.09
2016Q1,3.49,2.92,10.83,7.08
2015Q4,2.84,2.65,10.29,7.18
2015Q3,2.28,2.41,10.69,7.41
2015Q2,1.78,1.18,5.56,3.79
2015Q1,2.15,1.13,5.28,3.81
2014Q4,1.92,7.31,34.6,24.92
2014Q2,1.31,2.41,,
