季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.16,1.18,6.55,3.61
2020Q4,3.87,0.7,3.84,2.21
2020Q3,3.5,0.57,3.23,1.84
2020Q2,3.2,0.63,3.71,2.17
2020Q1,3.35,0.99,5.26,3.14
2019Q4,3.6,0.58,3.08,1.78
2019Q3,3.33,0.89,4.89,2.74
2019Q2,2.89,0.67,3.6,2.22
2019Q1,3.73,0.92,4.84,3.15
2018Q4,3.28,0.79,4.33,2.63
2018Q3,2.91,0.73,4.16,2.5
2018Q2,2.56,0.68,3.88,2.49
2018Q1,3.1,0.74,4.14,2.63
2017Q4,2.74,0.63,3.65,2.14
2017Q3,2.43,0.79,4.81,2.85
2017Q2,2.04,0.52,3.22,2.01
2017Q1,2.37,0.16,0.94,0.56
2016Q4,2.29,0.66,4.0,2.38
2016Q3,2.0,0.34,2.15,1.32
2016Q2,1.83,0.15,0.91,0.57
2016Q1,2.34,0.11,0.65,0.41
2015Q4,2.28,0.13,0.75,0.47
2015Q3,2.23,0.83,5.04,3.14
2015Q2,1.82,0.2,1.21,0.78
2015Q1,2.31,0.25,1.5,1.01
2014Q4,2.19,0.49,2.95,1.93
2014Q3,1.99,0.44,2.78,1.81
2014Q2,1.78,0.13,0.76,0.52
