季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.12,-0.07,-0.46,-0.28
2020Q4,0.16,0.18,1.18,0.72
2020Q3,0.13,-0.09,-0.59,-0.37
2020Q2,0.17,0.23,1.65,1.12
2020Q1,0.07,0.41,3.48,2.58
2019Q4,-0.1,0.16,1.34,0.98
2019Q3,-0.15,0.13,1.18,0.86
2019Q2,-0.2,0.28,2.54,1.84
2019Q1,-0.32,0.17,1.55,1.12
2018Q4,-0.39,0.02,0.19,0.14
2018Q3,-0.39,-0.09,-0.83,-0.62
2018Q2,-0.36,-0.14,-1.33,-1.02
2018Q1,-0.29,-0.14,-1.32,-1.02
2017Q4,-0.24,0.09,0.85,0.66
2017Q3,-0.29,-0.07,-0.7,-0.55
2017Q2,-0.26,-0.3,-2.92,-2.35
2017Q1,-0.8,-0.3,-2.89,-2.36
2016Q4,-0.67,-0.22,-2.02,-1.65
2016Q3,-0.59,-0.68,-6.07,-4.95
2016Q2,-0.3,-0.41,-3.51,-2.89
2016Q1,-0.5,-0.3,-2.47,-2.01
2015Q4,-0.37,-0.09,-0.71,-0.57
2015Q3,-0.24,0.13,1.04,0.85
2015Q2,-0.29,-0.23,-1.79,-1.47
2015Q1,-0.67,-0.47,-3.54,-3.01
2014Q4,-0.47,-0.33,-2.45,-2.1
2014Q3,-0.32,-0.15,-1.06,-0.92
2014Q2,-0.26,-0.51,-3.59,-3.19
