季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,5.1,1.25,2.92,1.67
2020Q4,4.55,0.55,1.33,0.77
2020Q3,4.39,0.32,0.65,0.38
2020Q2,4.25,0.51,1.31,0.78
2020Q1,4.86,1.27,3.12,1.81
2019Q4,4.3,0.13,0.32,0.18
2019Q3,4.25,0.62,1.4,0.8
2019Q2,4.0,0.66,1.49,0.89
2019Q1,4.77,0.9,2.2,1.4
2018Q4,4.41,0.53,1.3,0.87
2018Q3,4.18,1.0,2.59,1.75
2018Q2,3.78,1.28,3.3,2.3
2018Q1,4.53,0.93,2.36,1.71
2017Q4,4.17,1.03,2.72,1.91
2017Q3,3.79,1.43,3.99,2.71
2017Q2,3.23,1.84,5.25,3.55
2017Q1,3.51,1.0,2.85,1.98
2016Q4,3.13,1.19,3.47,2.55
2016Q3,2.68,0.91,2.69,2.06
2016Q2,2.34,1.09,3.17,2.46
2016Q1,3.1,1.02,2.94,2.32
2015Q4,2.71,0.93,2.75,2.02
2015Q3,2.41,1.89,6.43,4.21
2015Q2,1.77,1.41,4.74,3.05
2015Q1,2.11,0.94,3.05,2.03
2014Q4,1.79,1.17,4.04,2.48
2014Q3,1.47,1.21,4.81,2.64
2014Q2,1.1,1.18,4.75,2.61
