季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.81,0.4,2.86,1.53
2020Q4,1.61,-0.02,-0.17,-0.08
2020Q3,2.0,0.02,0.2,0.08
2020Q2,1.88,-0.5,-4.64,-1.83
2020Q1,5.46,0.02,0.14,0.05
2019Q4,5.37,0.08,0.76,0.28
2019Q3,4.97,0.45,4.23,1.52
2019Q2,2.46,0.41,3.98,1.37
2019Q1,0.2,0.12,1.18,0.39
2018Q4,-0.45,0.11,1.11,0.36
2018Q3,0.88,-0.06,-0.57,-0.19
2018Q2,-24.18,-0.06,-0.8,-0.27
2018Q1,-23.73,-0.12,-1.72,-0.58
2017Q4,-25.37,-0.38,-5.15,-1.79
2017Q3,-22.08,-0.17,-1.54,-0.56
2017Q2,-21.15,-0.17,-2.16,-0.79
2017Q1,-19.81,-0.23,-2.88,-1.05
2016Q4,-17.96,0.01,-0.02,-0.01
2016Q3,-17.87,0.09,1.21,0.44
2016Q2,-18.62,0.25,3.04,1.11
2016Q1,-20.61,0.28,3.64,1.3
2015Q4,-22.86,0.42,5.68,1.97
2015Q3,-26.02,0.26,3.76,1.25
2015Q2,-28.14,0.32,4.77,1.52
2015Q1,-30.7,0.31,4.68,1.48
2014Q4,-33.18,0.29,4.93,1.51
2014Q3,-35.7,0.27,4.68,1.41
2014Q2,-37.89,0.14,2.61,0.79
