季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,100.2,1.3,3.06,2.65
2020Q4,105.5,0.62,1.43,1.3
2020Q3,102.9,0.48,1.12,0.97
2020Q2,100.9,0.62,1.47,1.2
2020Q1,98.21,1.08,2.49,2.14
2019Q4,110.0,0.92,2.05,1.86
2019Q3,105.7,1.24,2.83,2.44
2019Q2,100.3,1.0,2.2,1.91
2019Q1,115.0,0.85,1.82,1.67
2018Q4,111.3,0.91,1.98,1.82
2018Q3,107.4,1.13,2.52,2.17
2018Q2,102.5,1.68,3.61,3.06
2018Q1,120.6,1.11,2.31,2.07
2017Q4,115.5,1.38,2.95,2.63
2017Q3,109.5,1.65,3.65,3.04
2017Q2,102.4,1.8,3.89,3.24
2017Q1,119.4,1.33,2.79,2.47
2016Q4,113.7,2.37,5.14,4.6
2016Q3,103.5,1.1,2.48,2.06
2016Q2,98.75,1.77,3.81,3.09
2016Q1,120.4,1.45,2.99,2.55
2015Q4,114.2,1.88,4.02,3.43
2015Q3,106.1,2.52,5.67,4.41
2015Q2,95.24,1.14,2.45,1.92
2015Q1,123.9,1.94,3.96,3.26
2014Q4,115.6,2.39,5.1,4.12
2014Q3,105.3,2.24,5.05,3.89
2014Q2,95.63,1.95,4.26,3.3
