季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,8.72,1.47,4.36,3.53
2020Q4,7.82,0.89,2.73,2.21
2020Q3,7.28,0.94,2.97,2.33
2020Q2,6.7,0.77,2.46,1.91
2020Q1,6.84,0.43,1.39,1.08
2019Q4,6.58,0.36,1.16,0.86
2019Q3,6.39,1.12,3.71,2.63
2019Q2,5.7,1.04,3.55,2.52
2019Q1,5.49,0.65,2.24,1.61
2018Q4,5.09,0.2,0.71,0.51
2018Q3,4.95,0.98,3.53,2.51
2018Q2,4.34,0.97,3.58,2.64
2018Q1,4.06,0.35,1.31,0.96
2017Q4,3.84,0.32,1.21,0.88
2017Q3,3.64,0.95,3.69,2.71
2017Q2,3.06,0.12,0.46,0.33
2017Q1,2.99,0.12,0.48,0.32
2016Q4,2.92,0.47,1.9,1.19
2016Q3,2.62,0.11,0.44,0.27
2016Q2,2.56,0.42,1.72,1.1
2016Q1,2.3,0.11,0.45,0.28
2015Q4,2.23,0.11,0.47,0.29
2015Q3,2.18,-0.06,-0.25,-0.17
2015Q2,2.21,-0.42,-1.76,-1.26
2015Q1,2.47,-0.07,-0.28,-0.19
2014Q4,2.51,0.03,0.12,0.07
2014Q3,2.49,0.04,0.16,0.1
2014Q2,2.47,0.1,0.39,0.24
