季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,185.1,0.5,2.49,1.4
2020Q4,177.7,0.63,3.26,1.8
2020Q3,166.2,0.88,4.78,2.62
2020Q2,150.1,0.72,4.02,2.23
2020Q1,158.9,0.67,3.72,2.05
2019Q4,146.9,0.41,2.35,1.21
2019Q3,141.3,1.01,6.04,2.87
2019Q2,122.7,0.14,0.86,0.42
2019Q1,142.2,0.08,0.45,0.24
2018Q4,140.8,1.58,9.49,4.95
2018Q3,113.8,1.05,6.82,3.48
2018Q2,95.61,1.28,8.64,4.58
2018Q1,94.0,1.04,7.31,4.07
2017Q4,54.14,1.46,11.11,6.02
2017Q3,29.42,1.2,10.33,5.42
2017Q2,8.19,0.35,3.24,1.69
2017Q1,-184.5,0.06,1.1,0.57
2016Q4,-186.5,0.2,3.91,1.98
2016Q3,-192.5,0.18,3.69,1.8
2016Q2,-198.8,-0.19,-4.04,-1.96
2016Q1,-191.9,-0.25,-4.96,-2.43
2015Q4,-183.0,-0.47,-8.62,-4.36
2015Q3,-163.4,-0.27,-4.59,-2.41
2015Q2,-153.9,-0.35,-5.6,-2.95
2015Q1,-141.7,-0.1,-1.58,-0.81
2014Q4,-138.1,-0.65,-9.69,-4.96
2014Q3,-114.4,-0.31,-4.36,-2.3
2014Q2,-103.5,-0.51,-6.75,-3.62
