季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,27.23,0.6,2.54,1.63
2020Q4,26.13,0.67,2.78,1.78
2020Q3,24.93,0.52,2.38,1.51
2020Q2,23.97,0.58,2.46,1.59
2020Q1,25.31,-0.2,-0.56,-0.37
2019Q4,25.69,0.35,1.55,1.04
2019Q3,25.3,0.47,1.95,1.32
2019Q2,24.43,0.59,2.36,1.63
2019Q1,25.66,0.38,1.43,1.0
2018Q4,24.96,0.49,2.14,1.48
2018Q3,24.36,0.56,2.44,1.67
2018Q2,23.33,0.73,2.91,2.0
2018Q1,24.94,-0.2,-0.55,-0.38
2017Q4,25.31,0.57,2.36,1.62
2017Q3,24.3,0.83,3.51,2.39
2017Q2,22.78,0.54,2.27,1.61
2017Q1,24.21,0.16,0.9,0.65
2016Q4,23.92,0.88,3.69,2.65
2016Q3,22.3,0.63,2.88,2.07
2016Q2,21.15,0.69,2.96,2.23
2016Q1,22.14,0.41,1.71,1.31
2015Q4,21.4,0.6,2.54,1.93
2015Q3,20.59,0.77,3.35,2.5
2015Q2,19.2,0.45,1.95,1.46
2015Q1,21.08,0.36,1.51,1.15
2014Q4,20.44,0.36,1.92,1.4
2014Q3,19.58,0.53,2.6,1.89
2014Q2,18.46,0.42,2.27,1.77
