季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,78.14,0.53,1.88,0.96
2020Q4,75.96,0.81,2.87,1.45
2020Q3,73.07,1.08,4.0,1.98
2020Q2,68.62,0.95,3.56,1.81
2020Q1,73.75,0.36,1.33,0.71
2019Q4,72.29,0.51,1.92,1.0
2019Q3,69.78,1.22,4.55,2.31
2019Q2,64.8,0.24,0.95,0.5
2019Q1,71.2,0.33,1.23,0.67
2018Q4,69.88,0.21,0.92,0.48
2018Q3,69.08,0.39,1.57,0.8
2018Q2,67.48,0.17,0.7,0.37
2018Q1,75.0,0.88,3.05,1.58
2017Q4,71.33,0.38,1.38,0.67
2017Q3,70.62,0.64,2.38,1.11
2017Q2,67.98,0.82,2.98,1.37
2017Q1,74.48,0.92,3.19,1.42
2016Q4,70.73,0.62,2.21,0.93
2016Q3,68.37,1.1,3.91,1.58
2016Q2,63.84,0.91,3.13,1.3
2016Q1,71.22,1.17,3.95,1.65
2015Q4,66.45,0.91,3.06,1.2
2015Q3,63.54,1.31,4.68,1.76
2015Q2,58.17,1.1,3.87,1.52
2015Q1,66.0,1.21,4.17,1.66
2014Q4,61.07,1.06,3.81,1.41
2014Q3,57.2,1.72,6.68,2.34
2014Q2,50.18,1.1,4.34,1.55
