季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,12.22,2.72,7.55,4.06
2020Q4,10.3,1.04,3.09,1.68
2020Q3,9.58,1.11,3.53,1.85
2020Q2,8.79,1.61,4.96,2.68
2020Q1,11.18,1.51,4.46,2.52
2019Q4,10.11,1.57,4.69,2.59
2019Q3,8.99,2.26,6.89,3.74
2019Q2,7.45,2.0,6.82,3.37
2019Q1,8.42,1.08,3.83,1.65
2018Q4,7.72,1.06,4.14,1.45
2018Q3,7.04,2.56,11.69,3.26
2018Q2,5.54,2.66,12.4,3.39
2018Q1,4.57,0.61,2.98,0.82
2017Q4,4.21,0.79,4.09,0.99
2017Q3,3.79,0.77,4.46,0.93
2017Q2,3.37,3.98,23.74,4.72
2016Q4,1.4,8.69,68.87,9.3
2016Q2,0.94,0.77,,
2015Q4,-2.71,,,
2014Q4,-2.08,,,
