季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,142.4,0.74,1.16,0.62
2020Q4,140.3,3.97,6.46,3.4
2020Q3,128.7,1.03,1.76,0.93
2020Q2,125.7,0.8,1.31,0.78
2020Q1,141.7,3.33,5.14,3.13
2019Q4,132.3,3.45,5.86,3.34
2019Q3,122.3,2.64,4.67,2.58
2019Q2,114.7,1.55,2.68,1.59
2019Q1,130.5,3.29,5.62,3.47
2018Q4,120.9,1.96,3.5,2.04
2018Q3,115.3,2.14,3.97,2.22
2018Q2,109.0,0.91,1.64,0.95
2018Q1,124.4,9.33,17.63,9.39
2017Q4,93.94,4.28,9.42,4.26
2017Q3,81.51,1.96,4.63,1.98
2017Q2,75.83,2.01,4.66,1.99
2017Q1,87.4,2.23,5.06,2.22
2016Q4,80.94,1.79,4.22,1.84
2016Q3,75.8,4.73,12.37,5.19
2016Q2,61.93,0.86,2.36,0.95
2016Q1,65.48,2.3,6.19,2.3
2015Q4,59.17,1.18,3.37,1.15
2015Q3,55.93,1.28,3.77,1.26
2015Q2,52.43,-0.02,-0.05,-0.02
2015Q1,64.23,0.0,0.01,0.0
2014Q4,64.22,5.63,15.62,5.43
2014Q3,49.51,1.72,5.31,1.66
2014Q2,45.02,0.05,0.16,0.05
