季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-6.8,0.0,0.04,0.02
2020Q4,-6.82,-0.03,-0.3,-0.14
2020Q3,-6.7,0.34,4.51,1.79
2020Q2,-8.01,0.15,2.05,0.78
2020Q1,-8.58,-1.22,-15.39,-6.05
2019Q4,-3.96,-0.36,-3.62,-1.47
2019Q3,-2.76,-0.27,-2.67,-0.99
2019Q2,0.031,-0.08,-0.84,-0.3
2019Q1,-16.0,0.09,0.94,0.34
2018Q4,-19.61,-0.75,-10.57,-3.85
2018Q3,-16.19,-1.09,-7.44,-2.75
2018Q2,-13.21,-0.88,-6.67,-2.55
2018Q1,-10.48,-0.53,-5.94,-2.43
2017Q4,-9.5,-1.0,-10.06,-4.2
2017Q3,-5.19,-0.18,-1.79,-0.76
2017Q2,-4.4,-0.41,-4.01,-1.82
2017Q1,-2.66,-0.62,-5.85,-2.87
2016Q4,0.008,-0.04,-0.3,-0.16
2016Q3,0.17,-0.48,-4.23,-2.26
2016Q2,2.21,0.11,0.9,0.47
2016Q1,1.82,0.55,5.1,2.56
2015Q4,-0.12,0.43,3.88,1.92
2015Q3,-1.51,0.2,1.98,0.92
2015Q2,-2.16,-0.22,-2.2,-0.98
2015Q1,-1.48,0.11,1.2,0.53
2014Q4,-1.84,0.05,0.6,0.26
2014Q3,-2.01,-0.2,-2.01,-0.84
2014Q2,-1.41,0.4,4.3,1.78
