年度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA),現金股利
2020,-0.83,0.2,2.55,0.92,0.0
2019,-1.15,-0.96,-2.73,-1.16,0.0
2018,2.41,1.39,8.17,4.45,1.89
2017,1.99,3.17,14.09,7.42,2.26
2016,-1.33,-0.81,-5.49,-2.68,0.0
2015,-6.0,-0.88,-6.91,-3.66,0.0
2014,-4.61,-0.33,-2.26,-1.2,0.0
2013,-4.16,-2.4,-16.05,-8.23,0.0
2012,-1.26,-2.17,-11.69,-6.4,0.0
2011,-0.65,-0.99,-4.39,-2.77,0.0
2010,-0.37,-0.34,-2.53,-1.99,0.0
2009,-0.15,0.08,-0.51,-0.45,0.0
2008,-0.19,-0.35,-1.6,-1.39,0.0
2007,0.036,0.13,2.0,1.65,0.0
2006,-0.052,0.61,7.45,5.52,0.0
2005,-0.48,-0.68,-3.66,-2.45,0.0
2004,-8.25,-0.05,1.43,0.81,0.0
2003,-8.17,0.02,0.29,0.15,0.0
2001,-8.22,-1.68,-25.22,-12.79,0.0
2000,-5.86,-3.35,-36.94,-21.28,0.0
1999,-1.16,-0.53,-4.81,-3.18,0.0
1998,-0.42,-0.68,-6.06,-4.05,0.0
1996,0.24,-0.9,-7.34,-4.66,0.0
1995,1.12,-0.39,-2.98,-1.91,0.0
1994,1.95,0.85,6.46,4.13,0.0
