季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.12,0.08,0.42,0.29
2020Q4,0.11,0.1,0.56,0.39
2020Q3,0.084,0.54,2.96,2.08
2020Q2,-0.03,-0.29,-1.66,-1.15
2020Q1,0.055,-0.1,-0.54,-0.38
2019Q4,0.076,0.0,-0.02,-0.02
2019Q3,0.077,0.23,1.31,0.89
2019Q2,0.026,0.32,1.42,0.98
2019Q1,-0.028,-0.24,-1.33,-0.97
2018Q4,0.023,-0.8,-4.37,-3.29
2018Q3,0.19,-0.47,-2.51,-1.84
2018Q2,0.3,0.29,1.55,1.08
2018Q1,0.23,-0.11,-0.59,-0.41
2017Q4,0.26,-0.66,-3.42,-2.39
2017Q3,0.4,0.05,0.27,0.19
2017Q2,0.39,-0.33,-1.65,-1.17
2017Q1,0.63,-0.68,-3.23,-2.32
2016Q4,0.77,0.07,0.32,0.21
2016Q3,0.76,0.49,2.6,1.48
2016Q2,0.66,0.78,4.84,2.49
2016Q1,0.52,0.27,1.67,0.97
2015Q4,0.8,0.47,2.79,1.72
2015Q3,0.71,0.86,5.34,3.27
2015Q2,0.55,0.44,2.82,1.68
2015Q1,0.84,0.54,3.55,2.21
2014Q4,0.74,2.88,15.4,10.21
2014Q2,0.44,0.86,,
2014Q1,0.33,0.6,5.59,3.22
