季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-4.62,-0.48,-2.31,-1.39
2020Q4,-4.03,-0.39,-2.26,-1.41
2020Q3,-3.56,-0.66,-3.05,-1.99
2020Q2,-2.75,-0.97,-4.03,-2.66
2020Q1,-1.82,-1.29,-5.21,-3.41
2019Q4,-0.25,-3.91,-13.95,-9.06
2019Q3,4.75,-1.48,-4.77,-2.87
2019Q2,6.54,2.02,5.94,3.32
2019Q1,4.09,-1.28,-3.87,-2.23
2018Q4,5.66,-1.83,-5.78,-3.28
2018Q3,7.89,-0.61,-1.76,-0.95
2018Q2,8.63,-2.46,-6.2,-3.37
2018Q1,11.39,-1.99,-4.93,-2.76
2017Q4,13.58,-0.9,-2.17,-1.24
2017Q3,14.74,0.08,0.08,0.05
2017Q2,14.64,-0.76,-1.9,-1.04
2017Q1,15.57,-1.67,-3.74,-2.14
2016Q4,17.74,-0.11,-0.52,-0.3
2016Q3,17.95,-0.46,-1.06,-0.61
2016Q2,18.53,-0.75,-1.38,-0.85
2016Q1,24.73,-1.2,-2.05,-1.31
2015Q4,26.23,1.07,1.81,1.12
2015Q3,25.15,1.39,2.25,1.31
2015Q2,23.43,1.13,2.02,1.17
2015Q1,27.22,1.86,3.11,1.85
2014Q4,25.05,3.8,6.66,3.83
2014Q3,20.51,1.27,2.49,1.43
2014Q2,19.0,0.96,1.7,1.04
