季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,58.7,1.46,3.33,2.33
2020Q4,56.12,1.5,3.58,2.53
2020Q3,53.49,1.45,3.65,2.56
2020Q2,50.92,1.53,3.96,2.78
2020Q1,49.98,1.15,2.99,2.14
2019Q4,47.96,-0.16,-0.56,-0.4
2019Q3,48.36,1.06,3.7,2.66
2019Q2,45.76,0.76,2.8,2.05
2019Q1,46.44,0.72,2.64,1.96
2018Q4,44.17,0.67,2.71,1.97
2018Q3,42.13,0.89,3.44,2.45
2018Q2,39.45,0.85,3.56,2.47
2018Q1,38.3,0.42,1.8,1.23
2017Q4,37.01,0.28,1.21,0.82
2017Q3,36.12,0.66,2.88,1.92
2017Q2,33.95,0.73,3.1,2.14
2017Q1,41.4,1.14,4.69,3.26
2016Q4,37.65,1.27,5.43,3.69
2016Q3,33.52,0.99,4.41,2.88
2016Q2,30.26,0.87,3.82,2.47
2016Q1,33.96,1.03,4.42,2.85
2015Q4,30.59,0.66,2.94,1.71
2015Q3,28.42,0.88,4.04,1.99
2015Q2,25.53,0.99,4.49,2.08
2015Q1,30.49,1.02,4.54,2.14
2014Q4,27.14,1.27,6.02,2.6
2014Q3,23.01,1.21,5.82,2.34
2014Q2,19.28,0.97,4.66,1.77
