季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.88,0.57,4.44,2.96
2020Q4,1.56,0.88,6.51,4.79
2020Q3,1.29,0.42,3.25,2.34
2020Q2,1.16,1.14,9.39,6.59
2020Q1,0.9,0.66,5.82,4.11
2019Q4,0.7,0.44,3.85,2.76
2019Q3,0.56,0.41,3.64,2.5
2019Q2,0.44,0.46,3.94,2.73
2019Q1,0.72,0.03,0.25,0.19
2018Q4,0.72,0.41,3.38,2.68
2018Q3,0.59,0.28,2.35,1.85
2018Q2,0.5,0.25,2.18,1.73
2018Q1,0.52,0.42,3.67,2.96
2017Q4,0.23,0.43,3.8,3.07
2017Q3,0.11,0.15,1.37,1.1
2017Q2,0.066,0.08,0.81,0.65
2017Q1,0.041,-0.45,-4.29,-3.44
2016Q4,0.18,0.36,3.62,2.87
2016Q3,0.07,0.28,2.72,2.08
2016Q2,-0.011,-0.41,-3.75,-2.91
2016Q1,0.43,-0.29,-2.43,-1.96
2015Q4,0.52,0.42,3.58,2.87
2015Q3,0.4,0.62,5.26,4.11
2015Q2,0.22,-0.11,-0.89,-0.71
2015Q1,0.58,0.33,2.75,2.23
2014Q4,0.48,0.6,5.31,4.22
2014Q3,0.29,0.03,0.27,0.21
2014Q2,0.28,0.42,3.65,2.88
