季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.27,0.36,1.45,0.97
2020Q4,3.18,0.44,1.81,1.17
2020Q3,3.06,0.72,3.1,1.96
2020Q2,2.87,0.55,2.35,1.52
2020Q1,3.25,0.45,1.87,1.26
2019Q4,3.12,0.17,0.71,0.47
2019Q3,3.07,0.91,3.76,2.46
2019Q2,2.83,0.7,2.78,1.92
2019Q1,3.3,0.42,1.64,1.18
2018Q4,3.19,0.61,2.43,1.69
2018Q3,3.03,1.1,4.5,3.03
2018Q2,2.74,1.6,5.51,3.78
2018Q1,3.05,0.88,3.11,2.19
2017Q4,2.86,0.98,3.64,2.56
2017Q3,2.66,1.25,5.86,4.02
2017Q2,2.33,1.32,5.25,3.67
2017Q1,2.59,0.93,3.64,2.68
2016Q4,2.38,1.52,5.92,4.09
2016Q3,2.09,1.32,5.79,3.85
2016Q2,1.83,1.0,4.3,3.13
2016Q1,2.03,0.36,1.5,1.14
2015Q4,1.96,0.13,0.54,0.4
2015Q3,1.94,1.23,5.21,3.67
2015Q2,1.7,0.0,0.0,0.0
2015Q1,1.91,0.64,2.63,1.94
2014Q4,1.78,3.65,20.17,14.43
2014Q2,1.63,1.23,,
2008Q2,0.26,1.84,10.71,5.36
