季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.28,0.91,3.82,2.25
2020Q4,3.97,2.83,12.2,6.24
2020Q3,3.03,0.72,3.52,1.56
2020Q2,2.79,1.13,5.14,2.39
2020Q1,3.08,0.95,4.28,2.07
2019Q4,2.76,1.08,5.47,2.6
2019Q3,2.4,0.74,3.56,1.65
2019Q2,2.15,0.62,2.87,1.4
2019Q1,2.62,0.61,2.75,1.42
2018Q4,2.41,1.18,5.32,2.63
2018Q3,2.01,1.05,4.96,2.31
2018Q2,1.66,1.06,4.95,2.41
2018Q1,2.3,0.13,0.67,0.34
2017Q4,2.26,0.24,1.2,0.57
2017Q3,2.13,0.33,1.8,0.81
2017Q2,2.03,0.66,3.05,1.43
2017Q1,3.58,1.09,4.66,2.19
2016Q4,3.25,2.17,9.48,4.05
2016Q3,2.6,1.3,6.32,2.53
2016Q2,2.21,1.01,4.85,1.95
2016Q1,2.87,2.13,10.17,3.89
2015Q4,2.26,4.13,20.19,7.42
2015Q2,1.7,1.32,,
2014Q4,1.84,1.97,10.89,4.1
2014Q2,1.45,,,
2013Q4,2.01,,,
2013Q2,1.51,,,
2012Q4,1.69,,,
