季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,14.01,0.31,0.0,0.0
2020Q4,15.02,0.13,0.01,0.0
2020Q3,14.94,0.11,-0.02,-0.01
2020Q2,14.75,0.44,0.9,0.52
2020Q1,14.24,0.06,0.31,0.2
2019Q4,16.73,0.6,1.36,0.95
2019Q3,16.01,0.11,0.21,0.15
2019Q2,15.87,0.49,1.19,0.87
2019Q1,18.39,0.92,2.0,1.51
2018Q4,17.31,-0.47,-0.86,-0.64
2018Q3,18.24,2.51,7.36,4.94
2018Q2,15.15,0.22,1.05,0.67
2018Q1,17.8,0.31,1.16,0.81
2017Q4,16.83,0.23,1.53,1.03
2017Q3,16.58,1.22,6.04,3.75
2017Q2,15.26,0.54,2.2,1.47
2017Q1,17.35,0.64,2.21,1.63
2016Q4,16.63,0.83,3.49,2.51
2016Q3,15.7,1.33,5.69,3.9
2016Q2,14.21,1.81,7.17,4.97
2016Q1,14.05,1.53,5.64,4.09
2015Q4,12.42,1.16,4.5,3.2
2015Q3,11.18,1.35,6.26,4.3
2015Q2,9.63,0.56,2.17,1.53
2015Q1,10.06,1.38,5.58,3.86
2014Q4,8.66,1.18,5.34,3.44
2014Q3,7.56,0.88,3.99,2.63
2014Q2,6.73,1.23,4.84,3.52
