季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.54,-0.37,-2.35,-1.4
2020Q4,1.09,-1.01,-6.2,-3.97
2020Q3,5.54,-0.69,-4.04,-2.76
2020Q2,8.58,-0.34,-1.96,-1.35
2020Q1,10.11,-0.43,-2.36,-1.59
2019Q4,12.43,-2.06,-10.77,-7.2
2019Q3,21.56,0.14,0.69,0.46
2019Q2,20.94,1.86,9.6,6.17
2019Q1,12.72,-0.37,-1.99,-1.24
2018Q4,14.35,-0.68,-3.59,-2.2
2018Q3,17.35,0.18,0.95,0.58
2018Q2,16.53,0.17,0.87,0.51
2018Q1,16.68,0.03,0.16,0.09
2017Q4,16.08,0.2,1.04,0.57
2017Q3,15.26,0.47,2.5,1.37
2017Q2,13.19,0.46,2.52,1.44
2017Q1,12.03,0.24,1.32,0.82
2016Q4,10.97,0.61,3.38,2.08
2016Q3,8.33,0.06,0.35,0.21
2016Q2,8.06,0.47,2.63,1.59
2016Q1,6.44,0.3,1.7,1.0
2015Q4,5.13,0.22,1.29,0.79
2015Q3,4.28,0.79,4.66,2.97
2015Q2,0.81,0.11,0.64,0.41
2015Q1,0.35,-0.1,-0.62,-0.4
2014Q4,0.8,-0.06,-0.36,-0.22
2014Q3,1.08,0.16,1.02,0.59
2014Q2,0.36,-0.06,-0.39,-0.21
