季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,7.02,2.0,5.78,2.5
2020Q4,8.4,2.36,6.84,3.13
2020Q3,6.99,1.4,4.39,2.02
2020Q2,6.15,2.03,6.73,3.09
2020Q1,4.94,0.57,1.96,0.91
2019Q4,5.51,-0.01,-0.04,-0.02
2019Q3,5.52,-0.09,-0.32,-0.14
2019Q2,5.57,0.66,2.17,0.91
2019Q1,6.81,0.62,1.98,0.9
2018Q4,6.45,0.66,2.17,0.94
2018Q3,6.07,1.52,5.19,2.02
2018Q2,5.19,1.25,4.15,1.67
2018Q1,6.78,0.61,2.1,0.89
2017Q4,6.44,1.03,3.71,1.49
2017Q3,5.92,1.98,7.94,2.97
2017Q2,4.87,1.9,8.88,3.14
2017Q1,4.95,1.1,5.49,2.0
2016Q4,4.45,0.04,0.21,0.08
2016Q3,4.43,0.64,3.26,1.33
2016Q2,4.13,1.18,5.7,2.43
2016Q1,5.21,0.58,2.69,1.25
2015Q4,4.94,0.49,2.29,1.01
2015Q3,4.71,1.98,9.85,3.91
2015Q2,3.8,2.98,15.7,5.81
2014Q4,3.96,5.16,26.69,10.07
2014Q3,3.54,-2.92,-16.21,-5.34
2014Q2,2.97,,,
2013Q4,4.33,0.65,3.26,1.47
