季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.3,0.16,1.17,1.07
2020Q4,1.22,0.25,1.85,1.71
2020Q3,1.1,0.01,0.1,0.09
2020Q2,1.09,0.14,1.01,0.94
2020Q1,1.41,0.09,0.63,0.57
2019Q4,1.36,0.22,1.56,1.36
2019Q3,1.22,0.22,1.6,1.31
2019Q2,1.12,0.32,2.22,1.78
2019Q1,1.54,0.21,1.56,1.21
2018Q4,1.44,0.51,3.7,2.52
2018Q3,1.22,0.63,4.79,3.08
2018Q2,0.96,0.37,2.75,1.84
2018Q1,1.39,0.38,2.8,1.91
2017Q4,1.22,0.34,2.57,1.7
2017Q3,1.08,0.37,2.88,1.92
2017Q2,0.92,0.69,5.43,3.64
2016Q4,0.84,0.84,7.59,5.25
2016Q2,0.64,0.37,,
2015Q4,0.7,,,
2015Q2,0.59,,,
2014Q4,0.75,4.86,30.7,67.98
2014Q2,0.56,6.49,28.7,70.02
2013Q4,1.06,6.18,38.9,59.86
2013Q2,0.89,8.89,36.85,51.36
2012Q4,1.16,9.09,38.52,50.09
2012Q2,1.06,5.46,38.7,51.29
