年度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA),現金股利
2020,12.13,12.39,24.88,17.08,8.0
2019,8.33,8.14,22.97,15.85,5.0
2018,6.72,7.94,23.81,18.33,5.0
2017,5.22,7.04,25.6,19.01,5.05
2016,3.31,,,,0.0
