季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,37.6,0.06,0.17,0.11
2020Q4,37.29,0.18,0.8,0.53
2020Q3,36.48,0.42,1.94,1.27
2020Q2,34.41,0.19,0.85,0.56
2020Q1,33.51,-0.27,-1.2,-0.8
2019Q4,34.84,0.32,1.41,0.94
2019Q3,33.39,0.33,1.97,1.25
2019Q2,31.3,-0.18,-0.83,-0.52
2019Q1,33.72,-0.22,-1.03,-0.65
2018Q4,34.85,0.22,1.03,0.65
2018Q3,33.86,0.03,0.13,0.08
2018Q2,33.7,0.42,1.77,1.14
2018Q1,35.93,0.1,0.52,0.32
2017Q4,34.98,0.56,2.81,1.66
2017Q3,32.57,0.53,2.87,1.57
2017Q2,30.09,0.19,1.1,0.59
2017Q1,30.36,0.13,0.76,0.4
2016Q4,29.74,0.67,3.98,2.06
2016Q3,26.97,0.22,1.36,0.7
2016Q2,25.91,0.19,1.2,0.61
2016Q1,26.0,-0.16,-0.98,-0.49
2015Q4,26.76,0.17,1.11,0.54
2015Q3,26.16,0.31,1.99,0.94
2015Q2,24.65,-0.09,-0.59,-0.27
2015Q1,26.85,-0.09,-0.6,-0.28
2014Q4,27.32,0.41,2.64,1.2
2014Q3,25.53,0.63,4.24,1.84
2014Q2,22.42,0.53,3.75,1.57
