季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.95,0.29,1.79,0.93
2020Q4,3.96,0.43,2.71,1.47
2020Q3,3.59,0.44,2.93,1.6
2020Q2,3.2,0.25,1.71,0.94
2020Q1,2.98,-0.41,-2.62,-1.47
2019Q4,4.2,0.16,1.02,0.62
2019Q3,4.07,0.59,3.78,2.49
2019Q2,3.56,0.76,4.78,3.34
2019Q1,3.96,0.37,2.35,1.72
2018Q4,3.64,0.67,4.32,3.05
2018Q3,3.12,0.74,5.45,3.67
2018Q2,2.56,0.59,4.37,3.08
2018Q1,2.96,0.18,1.33,0.98
2017Q4,2.82,0.42,3.16,2.28
2017Q3,2.51,0.75,5.84,4.05
2017Q2,1.96,0.81,6.57,4.4
2016Q4,1.92,1.81,14.51,10.48
2016Q2,0.85,0.75,,
2015Q4,1.1,,,
2015Q2,0.25,,,
2014Q4,0.43,12.79,76.75,0.17
2014Q2,0.17,11.98,75.66,0.22
2013Q4,-0.58,15.07,72.39,0.32
