季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,158.9,9.72,6.7,2.87
2020Q4,141.9,15.63,11.78,4.76
2020Q3,114.6,12.85,10.79,3.82
2020Q2,92.13,12.41,10.47,4.1
2020Q1,110.6,8.37,6.98,3.04
2019Q4,96.02,11.5,10.08,4.44
2019Q3,76.55,8.17,7.7,3.52
2019Q2,62.87,9.5,9.41,4.57
2019Q1,74.21,7.77,8.25,3.82
2018Q4,62.3,8.73,12.67,3.77
2018Q3,49.49,9.94,17.38,4.54
2018Q2,34.38,11.07,23.97,5.3
2018Q1,24.68,8.02,21.96,3.25
2017Q4,14.18,3.82,14.05,1.6
2017Q3,10.23,2.87,14.79,1.54
2017Q2,6.69,2.76,16.09,1.56
2016Q4,4.31,4.46,17.23,2.72
2016Q2,3.1,2.87,,
2015Q4,3.09,,,
2014Q4,0.9,,,
