季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,29.99,-1.05,-1.09,-0.65
2020Q4,31.19,0.67,0.9,0.53
2020Q3,30.46,2.71,4.04,2.02
2020Q2,27.68,2.35,3.5,1.79
2020Q1,32.99,-0.53,-0.81,-0.49
2019Q4,33.59,0.14,0.21,0.13
2019Q3,33.45,6.5,9.32,4.9
2019Q2,26.73,3.61,5.79,3.15
2019Q1,29.2,-0.52,-0.56,-0.36
2018Q4,29.74,0.2,0.57,0.36
2018Q3,30.39,5.97,9.25,5.12
2018Q2,24.2,2.48,4.21,2.5
2018Q1,26.27,-1.22,-1.91,-1.36
2017Q4,27.53,-0.29,-0.33,-0.23
2017Q3,27.82,5.68,9.42,5.73
2017Q2,21.95,1.41,2.44,1.58
2017Q1,26.9,-1.73,-2.73,-2.09
2016Q4,28.69,0.12,0.2,0.14
2016Q3,28.57,6.61,14.0,7.05
2016Q2,22.5,1.82,3.85,2.01
2016Q1,27.43,-0.95,-1.88,-1.18
2015Q4,28.31,0.66,1.29,0.79
2015Q3,27.72,8.02,17.06,8.53
2015Q2,20.32,2.33,5.32,2.62
2015Q1,22.19,-0.86,-1.8,-1.08
2014Q4,22.93,10.47,21.59,14.09
2014Q2,15.37,8.02,,
