季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-1.17,0.08,0.92,0.79
2020Q4,-1.34,0.07,0.76,0.65
2020Q3,-1.44,0.14,1.62,1.38
2020Q2,-1.71,0.13,1.52,1.31
2020Q1,-1.97,0.14,1.66,1.41
2019Q4,-2.25,0.11,1.33,1.1
2019Q3,-2.46,0.17,2.0,1.64
2019Q2,-2.79,0.13,1.61,1.32
2019Q1,-3.05,0.17,2.11,1.69
2018Q4,-3.38,0.16,2.09,1.61
2018Q3,-3.71,0.25,3.2,2.27
2018Q2,-4.19,0.27,3.65,2.47
2018Q1,-4.72,0.18,2.44,1.63
2017Q4,-5.08,0.16,2.19,1.43
2017Q3,-5.35,0.19,2.7,1.74
2017Q2,-5.72,0.2,2.9,1.86
2017Q1,-6.1,0.09,1.39,0.9
2016Q4,-6.27,0.08,1.17,0.75
2016Q3,-6.42,0.06,0.94,0.59
2016Q2,-6.53,0.04,0.57,0.37
2016Q1,-6.6,-0.08,-1.28,-0.87
2015Q4,-6.45,-0.11,-1.77,-1.19
2015Q3,-6.21,-0.1,-1.47,-0.98
2015Q2,-6.03,-0.1,-1.46,-0.97
2015Q1,-5.84,-0.09,-1.34,-0.9
2014Q4,-5.66,-0.12,-1.81,-1.22
2014Q3,-5.41,-0.2,-2.9,-1.97
2014Q2,-5.02,-0.15,-2.11,-1.44
