季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,23.42,1.24,6.99,2.23
2020Q4,22.68,0.44,2.5,0.8
2020Q3,21.45,0.22,1.56,0.53
2020Q2,20.75,0.33,2.29,0.8
2020Q1,19.73,0.64,4.44,1.57
2019Q4,19.59,0.24,1.73,0.63
2019Q3,18.87,0.34,2.27,0.84
2019Q2,17.82,0.14,1.05,0.4
2019Q1,20.3,0.46,2.87,1.04
2018Q4,18.97,0.55,3.71,1.28
2018Q3,17.37,-0.04,-0.11,-0.04
2018Q2,17.5,0.25,1.71,0.7
2018Q1,20.16,0.34,1.9,0.87
2017Q4,19.25,0.4,2.28,1.1
2017Q3,18.19,0.4,2.63,1.37
2017Q2,17.01,0.4,2.69,1.54
2017Q1,18.3,0.38,2.3,1.48
2016Q4,17.3,0.53,3.01,2.03
2016Q3,15.99,0.38,2.15,1.47
2016Q2,15.05,0.48,2.87,1.99
2016Q1,16.67,0.57,2.87,1.99
2015Q4,15.39,0.57,2.86,1.94
2015Q3,14.19,0.51,2.68,1.81
2015Q2,13.04,0.63,3.36,2.37
2015Q1,14.31,0.56,2.93,2.06
2014Q4,13.06,0.47,2.51,1.75
2014Q3,12.18,0.34,1.88,1.33
2014Q2,11.42,0.49,2.76,1.99
