季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,33.07,1.5,2.42,1.55
2020Q4,31.68,1.5,2.3,1.47
2020Q3,30.46,2.67,4.43,2.66
2020Q2,28.25,2.78,4.9,2.7
2020Q1,28.03,1.8,3.23,1.77
2019Q4,26.59,1.86,3.45,1.86
2019Q3,25.05,1.79,3.42,1.83
2019Q2,23.62,0.56,1.08,0.57
2019Q1,24.77,1.15,2.21,1.14
2018Q4,23.85,1.99,3.94,1.96
2018Q3,22.38,1.61,3.35,1.61
2018Q2,21.09,-0.3,-0.57,-0.27
2018Q1,21.73,0.89,1.83,0.89
2017Q4,21.02,-0.51,-1.06,-0.52
2017Q3,21.47,0.34,0.76,0.38
2017Q2,21.2,0.66,1.4,0.75
2017Q1,24.02,1.34,2.65,1.47
2016Q4,22.95,1.94,3.99,2.13
2016Q3,21.43,2.59,5.49,2.77
2016Q2,19.37,1.86,3.99,2.04
2016Q1,20.27,0.69,1.45,0.79
2015Q4,19.73,0.24,0.5,0.28
2015Q3,19.62,1.25,2.75,1.55
2015Q2,18.62,1.02,2.18,1.29
2015Q1,21.0,1.2,2.53,1.51
2014Q4,20.05,1.48,3.2,1.9
2014Q3,18.93,3.03,7.04,4.27
2014Q2,16.54,1.39,3.34,2.14
