季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,9.4,-1.28,-4.6,-1.33
2020Q4,11.63,0.82,2.94,0.86
2020Q3,10.22,-1.43,-5.22,-1.54
2020Q2,12.68,0.34,1.22,0.36
2020Q1,12.1,-2.7,-9.22,-2.82
2019Q4,16.72,0.13,0.41,0.13
2019Q3,16.5,-1.77,-5.37,-1.75
2019Q2,19.54,1.11,3.23,1.08
2019Q1,17.64,-2.11,-6.1,-2.1
2018Q4,21.25,0.86,2.33,0.79
2018Q3,19.89,0.04,0.11,0.03
2018Q2,19.83,1.52,4.05,1.3
2018Q1,17.53,-1.81,-4.71,-1.56
2017Q4,20.97,0.86,2.2,0.74
2017Q3,19.66,0.08,0.22,0.07
2017Q2,19.53,-0.93,-2.38,-0.77
2017Q1,22.76,-1.03,-2.49,-0.84
2016Q4,24.32,1.51,3.59,1.26
2016Q3,22.03,-0.28,-0.67,-0.24
2016Q2,22.46,0.52,1.2,0.43
2016Q1,21.67,1.9,4.53,1.61
2015Q4,18.78,2.51,6.19,2.19
2015Q3,14.99,-1.98,-4.96,-1.75
2015Q2,18.0,0.88,2.19,0.77
2015Q1,17.72,-2.84,-6.79,-2.38
2014Q4,21.92,1.22,2.83,1.03
2014Q3,20.2,0.07,0.15,0.06
2014Q2,20.13,1.29,2.95,1.23
