年度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA),現金股利
2020,-0.3,-0.57,-7.74,-1.78,0.0
2019,-3.47,-2.63,-64.3,-13.75,0.0
2018,-2.01,-1.77,-26.93,-7.63,0.0
2017,-3.74,-1.85,-30.43,-10.31,0.0
2016,-2.19,-1.28,-16.0,-6.47,0.0
2015,-1.09,-0.65,-6.99,-2.92,0.0
2014,-0.53,-0.64,-6.4,-2.47,0.0
2013,-8.07,-2.83,-43.37,-19.16,0.0
2012,-3.44,-1.38,-15.81,-8.37,0.0
2011,-2.67,-1.09,-10.94,-6.17,0.0
2010,-0.98,-0.6,-5.62,-3.33,0.0
2009,-0.5,-0.94,-7.99,-4.2,0.0
2008,4.16,3.51,27.08,11.07,0.5
2007,-3.84,-3.89,-29.83,-10.76,0.0
2006,1.3,-0.78,-5.16,-2.04,0.0
2005,6.13,3.87,22.8,9.59,2.0
2004,2.58,1.07,7.44,3.45,0.7
2003,3.88,3.01,15.6,7.57,1.47
2002,1.25,0.43,2.39,1.11,0.2
2001,2.08,1.11,6.58,3.25,0.5
2000,1.07,0.39,2.77,1.45,0.0
