季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.87,0.45,2.42,1.34
2020Q4,4.59,0.57,3.14,1.79
2020Q3,4.23,0.23,1.31,0.72
2020Q2,4.09,0.5,2.66,1.52
2020Q1,5.24,0.63,3.25,1.89
2019Q4,4.86,0.21,1.08,0.61
2019Q3,4.74,0.74,3.9,2.09
2019Q2,4.29,0.85,4.22,2.41
2019Q1,6.32,0.58,2.74,1.69
2018Q4,5.97,1.06,5.17,3.04
2018Q3,5.31,1.72,9.06,5.2
2018Q2,4.27,1.35,7.1,4.3
2018Q1,5.33,0.9,4.64,2.88
2017Q4,4.79,0.83,4.5,2.74
2017Q3,4.29,1.15,6.55,3.97
2017Q2,3.59,1.01,5.71,3.63
2017Q1,4.49,0.34,1.86,1.25
2016Q4,4.29,1.07,6.07,4.01
2016Q3,3.67,0.36,2.11,1.34
2016Q2,3.45,0.89,5.08,3.35
2016Q1,4.12,0.64,3.64,2.46
2015Q4,3.73,1.04,6.19,4.03
2015Q3,3.1,1.04,6.61,4.11
2015Q2,2.47,0.3,1.79,1.18
2015Q1,4.11,0.05,0.3,0.21
2014Q4,4.07,1.05,6.02,3.85
2014Q3,3.42,1.14,6.98,4.06
2014Q2,2.73,0.6,3.72,2.12
