年度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA),現金股利
2020,-6.11,-8.66,-116.1,-25.88,0.0
2019,-0.58,1.23,14.17,4.73,0.0
2018,-1.14,-1.59,-19.88,-7.56,0.0
2017,-0.46,-1.08,-12.0,-4.79,0.0
2016,-3.37,0.89,17.78,6.5,0.0
2015,-3.63,-0.5,-11.38,-3.71,0.0
2014,-3.25,-0.89,-18.99,-6.24,0.0
2013,-2.9,-1.37,-28.65,-9.1,0.0
2012,-2.05,-2.38,-37.62,-12.28,0.0
2011,-2.22,-2.81,-28.38,-10.08,0.0
2010,-3.45,-0.5,-6.74,-2.65,0.0
2009,-3.04,-2.46,-30.88,-14.17,0.0
2008,-1.95,-2.37,-24.0,-12.33,0.0
2007,-1.57,-1.92,-15.96,-9.05,0.0
2006,-0.99,-1.22,-7.9,-5.06,0.0
2005,-1.34,-1.69,-11.36,-8.44,0.0
2004,0.03,-0.58,-3.6,-2.73,0.0
2003,0.58,0.06,0.03,0.02,0.0
2002,0.66,0.76,4.23,2.78,0.1
2001,0.2,-0.26,-1.58,-1.04,0.0
2000,0.38,-1.43,-8.48,-5.79,0.0
1999,1.98,1.07,7.03,5.48,0.0
1998,0.0,3.98,24.3,24.3,0.6
