季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,11.66,6.27,43.88,37.27
2020Q4,-1.76,0.03,0.31,0.25
2020Q3,-1.83,-0.38,-3.52,-2.82
2020Q2,-1.01,0.89,8.47,6.81
2020Q1,-2.92,0.37,3.74,2.98
2019Q4,-3.71,-0.29,-2.97,-2.38
2019Q3,-3.16,-0.17,-1.69,-1.38
2019Q2,-2.79,-0.22,-2.05,-1.67
2019Q1,-2.33,-0.16,-1.54,-1.27
2018Q4,-1.98,-0.33,-3.01,-2.51
2018Q3,-1.29,-0.25,-2.31,-1.93
2018Q2,-0.74,-0.13,-1.11,-0.92
2018Q1,-0.48,-0.1,-0.89,-0.73
2017Q4,-0.38,0.13,1.18,0.95
2017Q3,-0.66,-0.07,-0.64,-0.52
2017Q2,-0.36,-0.3,-2.62,-2.15
2017Q1,0.41,-0.41,-3.49,-2.86
2016Q4,1.3,0.01,0.02,0.02
2016Q3,1.29,-0.26,-2.14,-1.71
2016Q2,1.84,-0.12,-1.02,-0.82
2016Q1,2.53,0.15,1.16,0.91
2015Q4,2.22,0.31,2.52,1.91
2015Q3,1.58,0.4,3.33,2.44
2015Q2,0.72,0.06,0.49,0.35
2015Q1,0.6,0.04,0.32,0.23
2014Q4,0.52,-0.12,-1.03,-0.69
2014Q3,0.76,-0.23,-2.02,-1.34
2014Q2,1.27,0.1,0.84,0.58
