季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,241.4,3.58,5.53,2.91
2020Q4,224.8,2.7,4.41,2.24
2020Q3,212.3,3.26,5.67,2.7
2020Q2,197.1,3.74,6.48,3.31
2020Q1,216.9,1.54,2.58,1.43
2019Q4,209.8,1.64,2.8,1.5
2019Q3,202.2,4.7,8.28,4.09
2019Q2,180.4,3.21,5.61,2.6
2019Q1,198.0,3.07,5.34,2.39
2018Q4,183.7,3.83,7.18,3.08
2018Q3,165.9,3.58,7.13,3.03
2018Q2,149.2,3.1,6.19,2.85
2018Q1,157.1,0.31,0.62,0.3
2017Q4,155.7,1.71,3.46,1.53
2017Q3,147.9,1.68,3.54,1.57
2017Q2,140.1,1.64,3.47,1.65
2017Q1,153.4,1.55,3.19,1.52
2016Q4,146.2,2.34,4.83,2.3
2016Q3,135.3,2.32,4.86,2.35
2016Q2,124.6,1.21,2.42,1.18
2016Q1,139.9,0.94,1.79,0.84
2015Q4,135.5,2.94,5.72,2.24
2015Q3,122.0,2.78,5.72,2.13
2015Q2,109.1,0.03,0.06,0.03
2015Q1,134.5,0.85,1.62,0.74
2014Q4,130.6,2.98,5.99,2.59
2014Q3,116.8,1.96,4.3,1.73
2014Q2,107.7,1.38,2.91,1.22
